truck_make,truck_model,truck_year,license_plate,color,fuel_type,transmission,weight_capacity,length,width,height,purchase_date,sale_date,status
Ford,E-Series,1996,XYZ456,Khaki,Electric,Automatic,2695,127,59,79,2/6/2002,2/22/2016,Active
Chevrolet,Suburban 1500,1995,XYZ456,Fuscia,Electric,Automatic,6572,209,68,93,3/28/2018,3/20/2004,Active
Toyota,Avalon,2007,DEF789,Mauv,Gasoline,Manual,8955,118,65,96,9/8/2003,1/11/2010,Active
Ford,Crown Victoria,2001,ABC123,Maroon,Gasoline,Manual,5395,295,58,50,12/2/2002,3/13/2018,Active
Mitsubishi,Chariot,1990,DEF789,Crimson,Electric,Automatic,1334,286,68,53,4/6/2019,3/17/2001,Inactive
Ford,Aerostar,1989,ABC123,Green,Gasoline,Manual,5061,266,78,83,11/29/2003,8/29/2013,Active
BMW,5 Series,2009,ABC123,Violet,Diesel,Automatic,4429,270,88,59,8/10/2015,8/21/2001,Inactive
GMC,1500 Club Coupe,1993,DEF789,Fuscia,Diesel,Manual,7552,261,64,90,7/5/2021,7/9/2019,Inactive
Dodge,Ram 3500,1997,XYZ456,Blue,Gasoline,Automatic,7920,180,58,72,12/29/2005,4/26/2008,Active
Geo,Metro,1996,DEF789,Crimson,Electric,Automatic,7534,233,86,92,6/27/2006,11/28/2014,Active
Ford,Mustang,2004,XYZ456,Turquoise,Electric,Manual,1031,263,50,75,9/8/2006,5/3/2021,Inactive
Suzuki,Sidekick,1995,XYZ456,Crimson,Diesel,Automatic,8868,132,97,94,12/28/2018,7/17/2019,Inactive
Chevrolet,Impala,1995,ABC123,Goldenrod,Gasoline,Manual,9064,212,84,82,1/4/2003,1/30/2000,Active
Chevrolet,Corvette,1975,ABC123,Violet,Gasoline,Automatic,8121,248,96,98,11/18/2007,5/22/2000,Active
Hyundai,Sonata,2013,DEF789,Crimson,Electric,Manual,1230,290,100,87,4/3/2015,12/27/2019,Active
Ford,Escape,2010,ABC123,Red,Diesel,Automatic,1897,295,71,60,6/30/2009,2/9/2019,Inactive
GMC,Sonoma,2004,DEF789,Turquoise,Diesel,Manual,2907,102,96,66,8/6/2000,7/20/2000,Active
Toyota,Corolla,2001,ABC123,Puce,Electric,Manual,4630,292,67,55,7/21/2015,4/13/2001,Active
Chrysler,Town & Country,1993,DEF789,Red,Electric,Manual,2163,208,68,91,10/1/2022,5/2/2019,Inactive
Lexus,GS,2005,DEF789,Orange,Gasoline,Automatic,7609,237,78,58,1/15/2007,1/15/2012,Inactive
Audi,5000CS,1987,DEF789,Khaki,Electric,Automatic,6607,256,79,81,2/13/2009,9/5/2017,Active
BMW,8 Series,1993,DEF789,Puce,Electric,Manual,9754,275,58,67,12/11/2016,12/29/2016,Active
Land Rover,Range Rover,1994,DEF789,Turquoise,Gasoline,Manual,1580,180,51,83,8/24/2005,3/30/2015,Active
Porsche,911,1990,DEF789,Maroon,Gasoline,Automatic,1083,197,64,52,10/28/2020,12/23/2000,Active
Hyundai,Tiburon,2004,ABC123,Green,Diesel,Automatic,3564,166,64,78,1/29/2017,5/27/2016,Active
Ford,Bronco II,1990,ABC123,Green,Diesel,Manual,6029,130,92,66,6/24/2017,10/12/2004,Active
Dodge,Caravan,1996,XYZ456,Mauv,Gasoline,Manual,9652,300,83,88,1/20/2000,1/5/2013,Inactive
Mercedes-Benz,W201,1987,DEF789,Green,Gasoline,Manual,7214,294,76,55,6/23/2017,2/12/2018,Active
Nissan,Cube,2009,DEF789,Crimson,Diesel,Automatic,6879,180,62,86,5/22/2014,10/10/2008,Active
Mercedes-Benz,S-Class,1991,ABC123,Goldenrod,Gasoline,Manual,3322,129,58,51,5/15/2020,5/24/2009,Active
Citroën,SM,1972,XYZ456,Goldenrod,Gasoline,Automatic,9972,215,60,72,12/20/2015,7/2/2013,Inactive
Mazda,B-Series,2008,XYZ456,Red,Diesel,Automatic,5386,291,91,53,5/25/2021,11/4/2016,Active
Chevrolet,G-Series G20,1993,XYZ456,Green,Diesel,Manual,8829,264,82,66,12/25/2018,8/27/2019,Active
Chevrolet,G-Series G20,1995,DEF789,Red,Diesel,Automatic,8824,145,98,100,11/5/2009,6/9/2002,Active
Spyker,C8,2007,ABC123,Turquoise,Gasoline,Automatic,4824,172,94,76,8/18/2017,7/28/2003,Active
Isuzu,Space,1993,DEF789,Red,Electric,Automatic,9243,200,90,63,12/7/2010,3/10/2018,Active
Toyota,Previa,1995,XYZ456,Purple,Diesel,Automatic,6589,233,58,76,7/11/2014,8/14/2004,Active
Suzuki,SJ,1988,ABC123,Orange,Diesel,Automatic,2008,219,73,52,1/27/2017,3/3/2014,Active
GMC,Safari,2004,DEF789,Puce,Electric,Automatic,7905,258,70,75,2/8/2021,8/25/2019,Inactive
Chevrolet,Suburban 2500,2002,DEF789,Maroon,Gasoline,Manual,3769,259,91,58,6/19/2002,10/7/2018,Active
Chrysler,LeBaron,1994,DEF789,Fuscia,Electric,Manual,4280,244,78,51,12/4/2018,6/9/2002,Inactive
Audi,4000s,1985,XYZ456,Red,Diesel,Automatic,8472,195,85,71,2/20/2017,8/4/2013,Active
Lexus,GX,2006,DEF789,Crimson,Diesel,Automatic,3180,155,75,54,3/6/2006,6/16/2009,Inactive
Dodge,Magnum,2008,DEF789,Pink,Diesel,Automatic,4272,167,95,55,3/15/2013,10/17/2013,Active
Subaru,Baja,2005,DEF789,Turquoise,Electric,Automatic,3814,103,81,55,12/3/2002,3/12/2002,Active
Lexus,ES,1991,ABC123,Indigo,Diesel,Manual,5405,265,80,76,8/22/2001,11/5/2007,Active
Mercury,Marquis,1985,ABC123,Turquoise,Gasoline,Automatic,7948,179,51,59,4/15/2010,9/15/2003,Inactive
Dodge,Dakota Club,2003,XYZ456,Violet,Gasoline,Manual,4884,106,92,70,6/15/2002,11/27/2016,Active
Suzuki,Swift,2004,XYZ456,Turquoise,Electric,Automatic,2872,118,100,92,4/24/2017,8/28/2005,Active
Audi,Allroad,2003,XYZ456,Green,Electric,Automatic,5732,268,52,54,6/2/2009,5/18/2018,Active
Mercedes-Benz,C-Class,1997,ABC123,Violet,Electric,Manual,3614,225,76,72,10/25/2006,2/12/2011,Inactive
Lamborghini,Gallardo,2005,ABC123,Pink,Diesel,Manual,6213,182,61,91,1/18/2021,10/8/2020,Active
Mercedes-Benz,SL-Class,1991,ABC123,Pink,Electric,Automatic,4065,183,90,67,10/18/2021,7/6/2015,Inactive
Volkswagen,GTI,1991,XYZ456,Crimson,Diesel,Manual,6938,262,86,86,2/16/2016,7/10/2007,Inactive
Plymouth,Voyager,1997,ABC123,Khaki,Gasoline,Manual,7573,108,92,98,10/5/2001,3/10/2020,Active
Pontiac,Grand Prix,1967,XYZ456,Red,Diesel,Automatic,1659,300,60,67,1/18/2016,3/11/2005,Active
Pontiac,Grand Prix,1965,XYZ456,Purple,Gasoline,Automatic,1940,219,67,82,4/27/2015,4/19/2021,Inactive
Mercedes-Benz,S-Class,1995,ABC123,Khaki,Gasoline,Manual,7737,156,78,83,2/20/2022,7/9/2016,Inactive
Ford,F-Series,1987,XYZ456,Maroon,Diesel,Manual,5318,300,61,62,10/11/2002,3/7/2002,Inactive
Kia,Spectra,2007,XYZ456,Maroon,Electric,Manual,3002,144,84,99,2/17/2016,6/28/2016,Active
Chrysler,Cirrus,1999,ABC123,Turquoise,Electric,Automatic,9838,147,64,55,5/21/2018,6/25/2015,Inactive
Lincoln,Aviator,2003,DEF789,Indigo,Gasoline,Automatic,7454,220,98,99,10/14/2020,4/22/2011,Inactive
Kia,Sorento,2013,ABC123,Pink,Electric,Automatic,4332,272,89,57,4/14/2022,6/13/2006,Active
Mazda,B-Series,2002,ABC123,Orange,Diesel,Manual,3441,252,84,94,9/2/2013,1/10/2014,Inactive
GMC,Sierra 1500,2013,ABC123,Green,Gasoline,Manual,2222,198,99,98,1/2/2000,5/17/2017,Inactive
Lexus,IS,2001,ABC123,Indigo,Gasoline,Automatic,6912,259,96,92,8/1/2020,7/4/2017,Inactive
Volkswagen,Routan,2009,ABC123,Turquoise,Gasoline,Automatic,4590,151,100,75,6/8/2008,3/29/2013,Inactive
Porsche,Cayenne,2006,XYZ456,Maroon,Gasoline,Automatic,7686,263,84,60,11/17/2003,12/28/2014,Inactive
Chevrolet,3500,1993,ABC123,Teal,Electric,Automatic,4747,195,78,60,3/11/2007,7/5/2019,Active
Audi,A6,2004,ABC123,Puce,Diesel,Automatic,9863,167,99,92,9/8/2003,5/21/2014,Inactive
Kia,Spectra,2007,ABC123,Khaki,Gasoline,Automatic,8170,233,96,56,10/31/2009,12/28/2014,Active
Lamborghini,Gallardo,2008,XYZ456,Maroon,Electric,Manual,4157,225,69,89,2/18/2013,6/11/2021,Active
Porsche,Cayenne,2013,XYZ456,Blue,Gasoline,Automatic,7705,165,73,61,12/9/2018,12/20/2008,Active
Acura,ZDX,2011,DEF789,Mauv,Electric,Automatic,5878,259,67,69,5/2/2019,9/27/2014,Inactive
Ford,Escort,2002,ABC123,Pink,Electric,Manual,1713,288,78,68,6/7/2004,3/15/2002,Active
BMW,M6,2007,DEF789,Orange,Gasoline,Manual,8686,207,70,56,7/2/2020,5/17/2021,Active
Saturn,Aura,2007,ABC123,Khaki,Diesel,Manual,5331,255,58,54,5/3/2011,6/3/2008,Active
Ford,Crown Victoria,1999,DEF789,Red,Gasoline,Automatic,7211,218,60,57,12/12/2001,11/29/2017,Active
Toyota,RAV4,1999,ABC123,Green,Diesel,Manual,8473,298,83,73,9/2/2022,11/11/2007,Inactive
Maserati,Quattroporte,2012,DEF789,Violet,Gasoline,Manual,8076,175,90,52,5/1/2016,5/1/2006,Inactive
Ford,Escape,2012,XYZ456,Turquoise,Electric,Automatic,8297,288,67,95,9/8/2016,5/31/2001,Inactive
Acura,NSX,2000,ABC123,Turquoise,Gasoline,Manual,1138,245,88,90,2/21/2003,12/1/2021,Active
Kia,Soul,2012,XYZ456,Mauv,Electric,Automatic,1405,251,86,77,12/4/2004,5/13/2016,Active
GMC,Jimmy,1993,DEF789,Purple,Gasoline,Manual,2821,260,66,50,10/12/2003,8/11/2012,Inactive
Audi,Cabriolet,1997,DEF789,Red,Electric,Manual,2339,127,79,97,5/1/2017,4/15/2022,Active
Mercedes-Benz,M-Class,2000,DEF789,Mauv,Electric,Manual,8860,272,90,69,8/9/2019,5/31/2022,Active
Nissan,Quest,2002,XYZ456,Yellow,Diesel,Automatic,9925,173,79,77,1/28/2005,8/14/2017,Active
Ford,Club Wagon,1992,ABC123,Yellow,Gasoline,Automatic,7168,106,95,93,12/24/2009,3/9/2016,Active
Kia,Spectra,2009,ABC123,Purple,Diesel,Manual,4217,242,61,54,11/11/2014,1/18/2016,Active
Jaguar,XJ Series,2002,DEF789,Purple,Electric,Manual,3561,235,100,90,4/8/2008,5/10/2006,Active
Hyundai,Tiburon,2007,ABC123,Red,Diesel,Manual,4791,242,81,79,7/14/2012,5/10/2022,Inactive
Ford,F250,1998,DEF789,Orange,Gasoline,Manual,9099,292,52,99,9/26/2018,2/10/2008,Inactive
Buick,LeSabre,2005,ABC123,Violet,Electric,Manual,7346,202,98,77,1/28/2012,8/28/2018,Inactive
Pontiac,Sunfire,2001,DEF789,Khaki,Gasoline,Automatic,1763,246,90,92,4/19/2000,4/30/2014,Active
Mercedes-Benz,SLK-Class,2004,DEF789,Maroon,Diesel,Manual,4328,229,63,67,2/23/2006,10/7/2020,Active
Chevrolet,Venture,1999,XYZ456,Aquamarine,Gasoline,Manual,3368,165,51,73,5/27/2021,9/13/2009,Inactive
Chevrolet,Corvette,1967,DEF789,Red,Diesel,Manual,8778,251,56,93,11/25/2021,2/28/2018,Active
Ford,Econoline E150,1999,DEF789,Mauv,Diesel,Automatic,9908,193,50,81,2/12/2001,1/18/2019,Active
Infiniti,EX,2011,XYZ456,Green,Gasoline,Manual,9893,143,85,51,6/4/2001,12/3/2004,Inactive
Lincoln,MKX,2008,XYZ456,Indigo,Diesel,Automatic,4594,151,67,61,4/13/2005,10/3/2009,Active
Land Rover,Range Rover,2008,DEF789,Goldenrod,Electric,Automatic,6685,216,96,58,8/13/2000,3/9/2000,Active
Pontiac,Sunbird,1991,ABC123,Mauv,Gasoline,Automatic,6420,233,77,79,5/2/2004,12/23/2014,Active
BMW,X3,2011,ABC123,Green,Electric,Automatic,2084,248,75,81,7/1/2011,4/7/2017,Active
Cadillac,STS,2008,DEF789,Blue,Gasoline,Automatic,8999,125,78,86,10/19/2014,4/24/2012,Inactive
Chevrolet,Silverado 2500,2006,DEF789,Puce,Diesel,Automatic,1154,263,93,85,11/20/2009,2/10/2009,Active
BMW,6 Series,2007,XYZ456,Red,Electric,Automatic,5299,202,92,81,6/24/2004,6/19/2015,Active
Pontiac,Bonneville,1990,ABC123,Khaki,Gasoline,Automatic,1982,175,66,93,2/2/2003,2/20/2016,Active
Bentley,Azure T,2010,XYZ456,Aquamarine,Diesel,Manual,3473,116,95,82,11/19/2004,6/27/2017,Inactive
Hyundai,Sonata,2012,ABC123,Yellow,Electric,Automatic,5507,164,87,86,3/20/2008,7/9/2002,Active
Audi,Coupe GT,1987,DEF789,Indigo,Diesel,Manual,3264,296,53,66,1/23/2016,1/3/2011,Active
Pontiac,Aztek,2003,XYZ456,Violet,Diesel,Manual,1934,195,100,69,11/22/2009,8/28/2010,Active
Chevrolet,Blazer,1999,ABC123,Pink,Electric,Automatic,3466,251,75,80,3/7/2016,3/18/2001,Active
Acura,NSX,1997,DEF789,Teal,Electric,Automatic,3708,229,93,78,10/19/2014,5/8/2009,Inactive
Subaru,Impreza,2010,DEF789,Indigo,Electric,Manual,4335,160,89,61,1/31/2018,7/9/2017,Active
Pontiac,Firebird,1999,XYZ456,Crimson,Diesel,Manual,2882,224,64,78,11/27/2012,11/24/2013,Active
Volkswagen,Touareg,2004,ABC123,Yellow,Gasoline,Manual,9218,154,50,85,7/23/2013,2/14/2007,Inactive
BMW,525,2006,ABC123,Blue,Electric,Manual,1110,249,53,57,2/20/2018,11/23/2009,Active
Ram,3500,2011,DEF789,Aquamarine,Diesel,Manual,2298,107,94,76,8/30/2011,7/1/2004,Inactive
Toyota,Corolla,1995,XYZ456,Pink,Electric,Manual,5874,167,72,84,3/3/2017,4/17/2015,Active
Suzuki,SJ,1995,ABC123,Yellow,Diesel,Manual,5141,143,90,50,6/24/2009,5/21/2017,Inactive
Mazda,MX-5,2004,XYZ456,Green,Electric,Automatic,6116,254,63,55,4/18/2007,2/7/2018,Active
GMC,Yukon,2002,ABC123,Turquoise,Electric,Automatic,2743,149,65,82,1/12/2008,8/15/2012,Active
Mazda,MX-5,2001,DEF789,Khaki,Electric,Manual,9944,229,74,79,11/18/2021,3/19/2008,Active
Chevrolet,1500,1999,ABC123,Blue,Gasoline,Manual,7836,277,72,66,2/6/2017,4/5/2011,Active
Ford,Thunderbird,1987,DEF789,Indigo,Gasoline,Manual,4719,240,79,91,6/23/2003,9/4/2012,Active
Ford,Tempo,1984,DEF789,Pink,Diesel,Manual,4889,225,99,96,3/7/2003,7/21/2002,Active
Pontiac,GTO,1972,ABC123,Violet,Diesel,Manual,7836,174,80,62,1/6/2007,12/26/2012,Active
Chevrolet,2500,1999,XYZ456,Purple,Diesel,Manual,6891,115,62,51,7/11/2012,10/16/2007,Inactive
Mitsubishi,Lancer Evolution,2006,DEF789,Fuscia,Diesel,Automatic,6269,134,67,57,1/16/2000,1/31/2016,Active
Infiniti,Q,2003,XYZ456,Teal,Diesel,Manual,8147,184,71,74,1/23/2016,9/28/2020,Inactive
Land Rover,Discovery,2011,ABC123,Indigo,Electric,Manual,8283,101,50,82,9/11/2010,4/28/2007,Active
Subaru,Legacy,1990,ABC123,Aquamarine,Diesel,Manual,3776,219,65,67,5/13/2010,11/13/2017,Active
Mazda,RX-7,1992,XYZ456,Fuscia,Electric,Automatic,4478,157,100,98,7/23/2001,10/4/2006,Active
Pontiac,Bonneville,1967,XYZ456,Khaki,Gasoline,Automatic,6511,125,57,85,12/19/2017,2/9/2020,Active
Ford,Fairlane,1966,ABC123,Violet,Electric,Automatic,8142,149,75,55,6/29/2018,7/3/2001,Active
Porsche,911,1994,DEF789,Green,Gasoline,Manual,5248,149,87,69,10/27/2016,9/20/2020,Active
Nissan,Altima,2009,XYZ456,Pink,Diesel,Automatic,3610,217,81,87,7/5/2001,6/8/2001,Inactive
Chevrolet,Monte Carlo,2000,XYZ456,Teal,Electric,Automatic,6818,106,54,93,9/10/2017,3/23/2020,Active
Honda,Insight,2003,DEF789,Crimson,Diesel,Automatic,8681,287,85,72,7/17/2008,12/19/2008,Active
Volkswagen,New Beetle,1998,DEF789,Green,Diesel,Automatic,5563,125,53,70,12/22/2011,1/11/2012,Inactive
Lexus,ES,1997,XYZ456,Mauv,Gasoline,Manual,3934,191,53,96,9/8/2009,1/11/2014,Inactive
BMW,Z4 M,2006,DEF789,Green,Diesel,Manual,4218,173,68,74,3/21/2007,2/12/2005,Active
Oldsmobile,Bravada,1998,ABC123,Red,Diesel,Manual,5042,229,81,62,6/11/2007,11/4/2011,Inactive
Volkswagen,Jetta,2005,ABC123,Pink,Gasoline,Manual,2032,211,92,83,1/7/2006,6/5/2008,Active
Honda,Odyssey,2004,XYZ456,Blue,Diesel,Automatic,4149,145,96,98,4/1/2010,11/12/2020,Inactive
Mitsubishi,Truck,1992,ABC123,Red,Gasoline,Automatic,9352,297,59,96,3/26/2007,1/25/2004,Inactive
Mercedes-Benz,300CE,1992,ABC123,Violet,Electric,Manual,1985,168,98,89,6/23/2000,12/24/2022,Inactive
Pontiac,Grand Prix,1998,DEF789,Mauv,Electric,Manual,8501,263,95,93,9/8/2015,8/30/2019,Active
Audi,A4,1998,XYZ456,Aquamarine,Diesel,Manual,5693,201,79,71,7/4/2022,12/4/2021,Active
Volvo,S60,2002,DEF789,Indigo,Electric,Automatic,3342,269,77,83,2/22/2007,12/26/2022,Active
Ford,Windstar,1997,XYZ456,Violet,Gasoline,Automatic,9426,168,69,84,9/21/2006,4/5/2006,Active
Pontiac,GTO,2006,DEF789,Fuscia,Gasoline,Manual,6876,141,58,68,4/4/2006,1/9/2016,Inactive
Audi,S5,2012,ABC123,Green,Diesel,Manual,7911,124,65,67,12/2/2000,7/16/2017,Active
Mazda,Mazda6,2011,XYZ456,Purple,Diesel,Automatic,5989,149,74,72,11/1/2008,7/14/2021,Inactive
BMW,X5,2011,DEF789,Orange,Gasoline,Manual,1196,203,54,95,2/28/2005,6/28/2014,Active
Chevrolet,Astro,1998,DEF789,Yellow,Gasoline,Automatic,8274,260,89,69,3/6/2009,6/12/2008,Inactive
BMW,7 Series,2011,ABC123,Red,Gasoline,Automatic,3822,178,66,98,2/8/2002,3/22/2007,Inactive
Maybach,Landaulet,2009,XYZ456,Crimson,Diesel,Manual,9401,176,60,85,7/27/2019,2/24/2017,Active
Chrysler,Crossfire,2007,XYZ456,Violet,Electric,Manual,5672,289,82,61,6/3/2002,1/8/2013,Active
Plymouth,Acclaim,1995,DEF789,Khaki,Gasoline,Manual,4894,269,78,59,12/2/2022,5/21/2020,Active
Buick,LaCrosse,2010,XYZ456,Orange,Diesel,Automatic,8232,150,81,97,6/23/2008,7/13/2021,Active
Saab,9000,1989,ABC123,Green,Electric,Automatic,4392,114,66,67,12/28/2017,3/5/2022,Inactive
Chevrolet,Corsica,1992,ABC123,Aquamarine,Diesel,Manual,7296,123,70,83,2/5/2005,4/18/2022,Active
Mazda,MPV,2005,ABC123,Fuscia,Diesel,Automatic,9671,258,80,53,12/4/2008,3/16/2002,Active
Chevrolet,Monte Carlo,2005,DEF789,Goldenrod,Electric,Automatic,2274,222,95,76,2/5/2006,2/25/2008,Active
Volkswagen,Jetta,1993,ABC123,Turquoise,Electric,Manual,4849,279,72,61,10/10/2017,4/27/2017,Inactive
Volvo,XC90,2004,DEF789,Green,Diesel,Manual,2844,267,88,84,10/13/2002,2/21/2000,Active
Chevrolet,Avalanche 1500,2003,XYZ456,Khaki,Electric,Manual,1381,106,71,100,11/15/2021,7/15/2008,Active
Dodge,Ram 3500,1998,DEF789,Green,Gasoline,Manual,3752,112,90,75,8/24/2020,11/29/2011,Active
Mercury,Grand Marquis,1999,ABC123,Turquoise,Electric,Automatic,1573,197,92,93,8/17/2002,3/31/2004,Active
Volvo,C70,1999,DEF789,Crimson,Gasoline,Manual,3143,165,70,88,11/1/2005,7/2/2009,Inactive
Volkswagen,Cabriolet,1993,DEF789,Goldenrod,Electric,Automatic,1259,285,64,66,2/16/2017,11/15/2002,Inactive
Hyundai,Tiburon,2005,ABC123,Yellow,Electric,Automatic,3706,112,52,73,3/18/2005,5/29/2017,Active
Lamborghini,Diablo,1998,ABC123,Puce,Gasoline,Automatic,1749,137,62,70,3/23/2022,8/2/2014,Active
Volkswagen,Passat,1999,XYZ456,Indigo,Gasoline,Manual,2307,194,85,95,12/29/2018,1/25/2010,Active
Lincoln,Navigator,2009,DEF789,Fuscia,Diesel,Automatic,3681,133,89,62,2/22/2000,1/24/2000,Active
Mercedes-Benz,E-Class,1990,XYZ456,Aquamarine,Gasoline,Manual,4874,197,87,50,10/31/2005,5/7/2016,Inactive
Ford,E-Series,1990,XYZ456,Blue,Diesel,Manual,8206,174,94,63,5/30/2002,5/3/2013,Active
Mitsubishi,Eclipse,1995,ABC123,Orange,Electric,Automatic,7908,274,91,82,10/17/2003,2/2/2018,Active
GMC,Suburban 2500,1993,XYZ456,Khaki,Diesel,Manual,4329,208,59,55,4/7/2014,5/17/2022,Active
Buick,Lucerne,2010,XYZ456,Aquamarine,Diesel,Automatic,3530,172,70,87,4/30/2012,7/31/2016,Active
Citroën,SM,1972,XYZ456,Red,Diesel,Automatic,4423,191,66,64,2/4/2004,4/16/2003,Active
Mercedes-Benz,CLK-Class,2006,DEF789,Teal,Electric,Manual,1790,231,52,79,12/10/2017,11/11/2022,Inactive
Chrysler,Grand Voyager,2000,ABC123,Teal,Electric,Manual,8276,139,97,86,5/28/2009,9/2/2010,Active
Audi,S4,2002,XYZ456,Violet,Gasoline,Automatic,4849,158,55,76,3/26/2021,5/13/2007,Active
Chevrolet,Tahoe,2008,XYZ456,Green,Diesel,Automatic,2004,235,53,91,4/22/2007,4/19/2009,Active
Suzuki,Swift,1991,XYZ456,Purple,Electric,Automatic,4560,203,54,63,10/4/2013,1/21/2006,Active
Dodge,Ram 1500,2003,DEF789,Violet,Electric,Manual,2616,243,66,96,7/14/2018,6/22/2013,Active
Nissan,Armada,2009,DEF789,Aquamarine,Diesel,Manual,5709,240,100,77,8/10/2018,2/24/2011,Active
Maserati,Karif,1989,DEF789,Aquamarine,Gasoline,Automatic,5338,288,79,98,12/16/2001,2/26/2017,Active
Toyota,Avalon,2008,ABC123,Orange,Diesel,Manual,9657,228,85,92,6/13/2008,12/1/2021,Inactive
Bentley,Arnage,2005,XYZ456,Pink,Electric,Manual,3194,113,70,61,9/23/2004,7/8/2013,Active
Chevrolet,Cavalier,1997,XYZ456,Teal,Diesel,Automatic,6681,257,90,61,4/28/2020,6/28/2016,Inactive
Chrysler,PT Cruiser,2001,ABC123,Violet,Diesel,Automatic,3222,215,58,90,7/30/2011,5/30/2005,Active
Smart,Fortwo,2009,DEF789,Orange,Gasoline,Automatic,4856,186,65,81,8/30/2013,3/6/2005,Active
Dodge,Ram 1500 Club,1997,ABC123,Goldenrod,Diesel,Automatic,8439,225,57,71,7/17/2000,2/28/2017,Inactive
GMC,Rally Wagon 3500,1993,XYZ456,Crimson,Diesel,Automatic,6278,192,76,61,8/2/2020,6/18/2020,Inactive
Kia,Sedona,2012,XYZ456,Teal,Gasoline,Manual,3072,250,52,96,6/11/2003,10/17/2010,Inactive
Audi,A6,2002,ABC123,Puce,Gasoline,Manual,8041,169,92,53,3/11/2008,1/18/2016,Active
Chevrolet,Uplander,2007,XYZ456,Green,Diesel,Automatic,9783,182,77,53,10/29/2008,4/13/2011,Active
GMC,3500,1997,XYZ456,Turquoise,Diesel,Manual,4921,228,80,64,9/23/2018,5/20/2011,Active
Chrysler,300,2007,DEF789,Khaki,Electric,Automatic,7166,100,63,66,12/17/2010,5/30/2006,Active
Infiniti,I,1998,ABC123,Maroon,Diesel,Automatic,3660,267,92,64,8/20/2015,10/16/2014,Active
Jaguar,XJ Series,1992,XYZ456,Indigo,Electric,Automatic,4166,289,65,77,4/19/2007,1/16/2007,Active
Chrysler,Sebring,2004,XYZ456,Teal,Gasoline,Manual,3509,122,63,87,6/23/2012,12/10/2012,Active
Toyota,RAV4,2000,DEF789,Turquoise,Diesel,Automatic,6429,283,93,50,7/12/2016,5/30/2007,Inactive
Suzuki,Aerio,2007,DEF789,Red,Gasoline,Manual,1727,148,74,97,1/19/2013,8/11/2020,Active
Ford,F-Series,2010,ABC123,Aquamarine,Gasoline,Manual,7722,273,55,69,5/15/2005,8/12/2010,Active
Lexus,HS,2010,DEF789,Green,Diesel,Automatic,3379,179,75,88,7/13/2011,4/29/2015,Active
Pontiac,Grand Prix,1964,DEF789,Blue,Electric,Automatic,5303,254,99,74,2/21/2015,3/13/2012,Active
Lincoln,Mark VIII,1993,ABC123,Indigo,Diesel,Automatic,8187,111,58,90,9/29/2018,7/14/2005,Inactive
Chevrolet,Corvette,1992,XYZ456,Green,Electric,Automatic,6365,279,95,56,12/7/2021,9/28/2004,Active
BMW,M5,2003,XYZ456,Maroon,Diesel,Manual,6479,136,94,54,1/15/2003,11/11/2020,Active
Audi,A4,2002,DEF789,Red,Electric,Automatic,8519,167,72,56,10/26/2011,10/5/2019,Active
Nissan,NV2500,2012,XYZ456,Maroon,Electric,Manual,4121,164,98,55,4/12/2007,4/2/2000,Active
Nissan,Murano,2003,DEF789,Fuscia,Diesel,Manual,4150,222,74,54,6/7/2019,6/3/2009,Active
Chrysler,Voyager,2002,ABC123,Crimson,Gasoline,Automatic,7938,145,58,91,11/22/2011,1/13/2015,Active
Lamborghini,Diablo,1994,ABC123,Aquamarine,Electric,Manual,5200,276,61,66,9/11/2001,4/6/2017,Active
GMC,Yukon XL 1500,2000,ABC123,Violet,Gasoline,Manual,7962,118,87,66,9/25/2005,5/3/2000,Active
Chrysler,Pacifica,2004,ABC123,Green,Diesel,Automatic,6550,269,80,98,8/19/2019,6/30/2018,Active
Infiniti,QX56,2012,DEF789,Maroon,Diesel,Manual,1343,217,97,63,10/13/2007,7/11/2016,Active
Toyota,4Runner,2009,XYZ456,Maroon,Electric,Automatic,7536,204,50,69,4/25/2001,1/4/2006,Active
Pontiac,Grand Prix,1979,XYZ456,Red,Gasoline,Manual,8658,199,55,95,2/15/2000,3/12/2000,Inactive
Volkswagen,Cabriolet,1987,ABC123,Orange,Gasoline,Manual,9195,156,64,54,10/7/2021,10/5/2022,Active
Dodge,Ram Van 2500,1995,DEF789,Crimson,Electric,Manual,8749,116,63,50,4/1/2003,7/29/2013,Active
Porsche,968,1995,DEF789,Goldenrod,Diesel,Manual,2281,158,93,60,1/3/2016,2/13/2012,Active
Volkswagen,Jetta,1987,XYZ456,Yellow,Electric,Automatic,3732,195,50,73,5/1/2021,4/11/2006,Inactive
Oldsmobile,88,1998,DEF789,Orange,Electric,Manual,5974,300,74,76,11/16/2017,10/29/2019,Active
Mercedes-Benz,W201,1987,ABC123,Yellow,Electric,Manual,8542,125,75,69,1/16/2006,10/17/2020,Active
Ford,ZX2,2001,ABC123,Violet,Diesel,Automatic,9650,276,72,71,5/30/2012,5/3/2017,Inactive
Chevrolet,G-Series G20,1992,ABC123,Maroon,Electric,Manual,2131,260,93,100,11/20/2000,5/28/2006,Active
Pontiac,Montana,2006,DEF789,Puce,Electric,Manual,3863,159,71,61,12/29/2010,1/28/2012,Active
Mercedes-Benz,W201,1992,DEF789,Orange,Gasoline,Manual,2036,288,69,68,9/22/2019,7/28/2008,Active
